Epoch 2/15
Epoch: [2]  [ 0/40]  eta: 0:28:51  lr: 0.0001  img/s: 2.9608494600737183  loss: 0.3403 (0.3403)  acc1: 92.1875 (92.1875)  acc5: 99.2188 (99.2188)  time: 43.2979  data: 0.0671
Epoch: [2]  [ 1/40]  eta: 0:28:51  lr: 0.0001  img/s: 2.8148999505239716  loss: 0.2446 (0.2925)  acc1: 92.1875 (93.3594)  acc5: 99.2188 (99.6094)  time: 44.3959  data: 0.0443
Epoch: [2]  [ 2/40]  eta: 0:28:11  lr: 0.0001  img/s: 2.8633386063965287  loss: 0.2446 (0.2553)  acc1: 94.5312 (94.0104)  acc5: 100.0000 (99.7396)  time: 44.5053  data: 0.0366
Epoch: [2]  [ 3/40]  eta: 0:27:41  lr: 0.0001  img/s: 2.7805427656663824  loss: 0.2236 (0.2474)  acc1: 92.1875 (93.5547)  acc5: 99.2188 (99.6094)  time: 44.8929  data: 0.0328
Epoch: [2]  [ 4/40]  eta: 0:27:08  lr: 0.0001  img/s: 2.745442972305903  loss: 0.2236 (0.2413)  acc1: 93.7500 (93.5938)  acc5: 100.0000 (99.6875)  time: 45.2431  data: 0.0305
Epoch: [2]  [ 5/40]  eta: 0:26:31  lr: 0.0001  img/s: 2.7476045964035074  loss: 0.2236 (0.2418)  acc1: 93.7500 (93.8802)  acc5: 100.0000 (99.7396)  time: 45.4704  data: 0.0289
Epoch: [2]  [ 6/40]  eta: 0:25:49  lr: 0.0001  img/s: 2.770179742446321  loss: 0.2236 (0.2388)  acc1: 93.7500 (93.8616)  acc5: 100.0000 (99.7768)  time: 45.5786  data: 0.0278
Epoch: [2]  [ 7/40]  eta: 0:25:01  lr: 0.0001  img/s: 2.8468878573924723  loss: 0.2214 (0.2363)  acc1: 93.7500 (93.7500)  acc5: 100.0000 (99.8047)  time: 45.5041  data: 0.0269
Epoch: [2]  [ 8/40]  eta: 0:24:15  lr: 0.0001  img/s: 2.821457073382759  loss: 0.2214 (0.2226)  acc1: 93.7500 (94.0104)  acc5: 100.0000 (99.8264)  time: 45.4921  data: 0.0273
Epoch: [2]  [ 9/40]  eta: 0:23:29  lr: 0.0001  img/s: 2.838351311439843  loss: 0.2214 (0.2347)  acc1: 93.7500 (93.3594)  acc5: 100.0000 (99.6094)  time: 45.4547  data: 0.0267
Epoch: [2]  [10/40]  eta: 0:22:42  lr: 0.0001  img/s: 2.832259378999105  loss: 0.2214 (0.2222)  acc1: 93.7500 (93.6790)  acc5: 100.0000 (99.6449)  time: 45.4329  data: 0.0262
